satisfaction_level,satisfaction_level_tuned,last_evaluation,last_evaluation_tuned,number_project,number_project_tuned,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0.86,0.62,0.93,0.71,2,4,260,2,0,0,0,support,low
0.71,0.71,0.96,0.71,4,4,161,3,0,0,0,support,low
0.83,0.83,0.99,0.71,4,4,226,2,0,0,0,technical,low
0.52,0.52,0.49,0.71,4,4,249,4,1,0,0,technical,medium
0.63,0.63,0.8,0.8,3,3,243,3,0,0,0,technical,medium
0.92,0.62,0.93,0.71,4,4,247,2,0,0,0,management,medium
0.66,0.66,0.87,0.87,3,3,186,2,0,0,0,IT,medium
0.77,0.77,0.7,0.7,3,3,155,3,0,0,0,IT,medium
0.74,0.74,0.97,0.71,2,4,135,4,0,0,0,IT,medium
0.81,0.81,0.76,0.76,5,5,198,4,0,0,0,IT,medium
0.67,0.67,0.55,0.71,3,3,175,2,0,0,0,IT,medium
0.75,0.75,0.92,0.71,3,3,192,3,0,0,0,product_mng,medium
0.65,0.65,0.36,0.71,2,4,282,3,0,0,0,product_mng,medium
0.81,0.81,0.6,0.6,4,4,179,3,0,0,0,product_mng,medium
0.57,0.57,0.77,0.77,4,4,245,3,0,0,0,product_mng,medium
0.89,0.62,0.66,0.66,4,4,235,3,0,0,0,IT,high
0.5,0.5,0.56,0.56,4,4,266,2,0,0,0,RandD,low
0.21,0.62,0.42,0.71,4,4,269,4,1,0,0,RandD,medium
0.79,0.79,0.67,0.67,3,3,264,2,0,0,0,RandD,medium
0.66,0.66,0.57,0.57,3,3,161,2,1,0,0,RandD,medium
0.82,0.82,0.95,0.71,3,3,203,3,0,0,0,RandD,medium
0.85,0.62,0.85,0.85,4,4,258,2,0,0,0,marketing,low
0.72,0.72,0.96,0.71,3,3,143,3,0,0,0,sales,low
0.52,0.52,0.92,0.71,3,3,214,3,0,0,0,accounting,low
0.5,0.5,0.62,0.62,4,4,166,3,1,0,0,support,low
0.52,0.52,0.82,0.82,3,3,192,3,0,0,0,technical,low
0.13,0.62,0.87,0.87,3,3,185,4,1,0,0,management,low
0.87,0.62,0.98,0.71,4,4,173,3,0,0,0,marketing,low
0.53,0.53,0.98,0.71,2,4,163,3,0,0,0,marketing,low
0.15,0.62,0.76,0.76,5,5,277,4,0,0,0,marketing,low
0.64,0.64,0.86,0.86,5,5,274,2,1,0,0,sales,low
0.52,0.52,0.44,0.71,3,3,119,2,0,0,0,sales,low
0.79,0.79,0.67,0.67,4,4,267,3,0,0,0,sales,low
0.74,0.74,0.89,0.71,3,3,160,2,0,0,0,sales,low
0.81,0.81,0.84,0.84,4,4,198,2,0,0,0,sales,low
0.94,0.62,0.6,0.6,3,3,193,3,0,0,0,sales,low
0.67,0.67,0.84,0.84,6,4,250,2,0,0,0,sales,low
0.93,0.62,0.84,0.84,3,3,237,4,1,0,0,sales,low
0.52,0.52,0.96,0.71,4,4,170,2,0,0,0,sales,low
0.48,0.48,0.74,0.74,2,4,157,2,1,0,0,sales,medium
0.57,0.57,0.92,0.71,6,4,267,4,0,0,0,sales,medium
0.71,0.71,0.77,0.77,4,4,192,4,0,0,0,sales,medium
0.9,0.62,0.74,0.74,4,4,218,2,1,0,0,sales,medium
0.58,0.58,0.61,0.61,4,4,210,3,0,0,0,sales,medium
0.66,0.66,0.48,0.71,4,4,229,4,0,0,0,sales,medium
0.59,0.59,0.66,0.66,3,3,186,3,0,0,0,sales,medium
0.96,0.62,0.5,0.71,3,3,234,2,1,0,0,sales,medium
0.13,0.62,0.91,0.71,2,4,149,5,0,0,0,sales,medium
0.93,0.62,0.92,0.71,3,3,205,3,0,0,0,sales,medium
0.54,0.54,0.72,0.72,3,3,148,4,0,0,0,accounting,medium
0.54,0.54,0.77,0.77,5,5,270,3,0,0,0,accounting,medium
0.87,0.62,0.62,0.62,3,3,176,3,0,0,0,accounting,high
0.79,0.79,0.91,0.71,3,3,226,2,0,0,0,hr,low
0.83,0.83,0.57,0.57,3,3,232,4,0,0,0,hr,medium
0.73,0.73,0.6,0.6,3,3,137,3,0,0,0,hr,medium
0.29,0.62,0.42,0.71,6,4,253,3,0,0,0,hr,medium
0.8,0.8,0.7,0.7,6,4,231,4,0,0,0,technical,medium
0.29,0.62,0.81,0.81,3,3,189,6,0,0,0,technical,low
0.43,0.43,0.85,0.85,6,4,168,2,0,0,0,technical,low
0.99,0.62,0.93,0.71,3,3,261,3,0,0,0,technical,low
0.86,0.62,0.51,0.71,4,4,152,3,0,0,0,technical,low
0.85,0.62,0.78,0.78,5,5,263,2,1,0,0,technical,low
0.66,0.66,0.68,0.68,3,3,258,3,0,0,0,technical,low
0.57,0.57,0.99,0.71,3,3,205,3,0,0,0,technical,low
0.31,0.62,0.64,0.64,6,4,183,2,1,0,0,technical,low
0.88,0.62,0.88,0.71,3,3,153,3,0,0,0,technical,low
0.72,0.72,0.72,0.72,5,5,194,4,0,0,0,technical,low
0.75,0.75,0.66,0.66,4,4,202,2,0,0,0,support,low
0.82,0.82,0.71,0.71,4,4,164,4,0,0,0,support,low
0.82,0.82,0.67,0.67,3,3,213,2,0,0,0,support,low
0.15,0.62,0.52,0.71,4,4,265,6,0,0,0,support,low
0.16,0.62,0.88,0.71,6,4,218,3,0,0,0,support,low
0.95,0.62,0.4,0.71,5,5,286,4,0,0,0,support,low
0.87,0.62,0.73,0.73,3,3,172,3,1,0,0,support,low
0.85,0.62,0.89,0.71,4,4,251,2,0,0,0,support,low
0.58,0.58,0.6,0.6,3,3,110,3,1,0,0,support,low
0.63,0.63,0.86,0.86,3,3,269,4,0,0,0,support,low
0.69,0.69,0.68,0.68,3,3,151,3,1,0,0,support,low
0.53,0.53,0.85,0.85,5,5,161,2,0,0,0,technical,medium
0.96,0.62,0.71,0.71,4,4,210,3,0,0,0,technical,medium
0.73,0.73,0.83,0.83,2,4,167,3,0,0,0,technical,medium
0.5,0.5,0.6,0.6,3,3,270,3,1,0,0,management,medium
0.81,0.81,0.83,0.83,3,3,133,3,1,0,0,IT,medium
0.82,0.82,0.59,0.59,3,3,249,3,0,0,0,IT,medium
0.76,0.76,0.72,0.72,4,4,266,3,0,0,0,IT,medium
0.27,0.62,0.82,0.82,4,4,276,2,0,0,0,IT,medium
0.64,0.64,0.38,0.71,6,4,215,3,0,0,0,IT,medium
0.57,0.57,0.9,0.71,3,3,262,2,0,0,0,product_mng,medium
0.49,0.49,0.84,0.84,5,5,193,3,0,0,0,product_mng,medium
0.66,0.66,0.92,0.71,2,4,102,4,0,0,0,product_mng,medium
0.71,0.71,0.36,0.71,4,4,278,4,1,0,0,product_mng,high
0.61,0.61,0.63,0.63,3,3,250,4,0,0,0,IT,low
0.52,0.52,0.89,0.71,5,5,193,4,0,0,0,RandD,medium
0.62,0.62,0.91,0.71,3,3,133,3,0,0,0,RandD,medium
0.98,0.62,0.65,0.65,4,4,216,4,0,0,0,RandD,medium
0.67,0.67,0.56,0.56,5,5,174,2,1,0,0,RandD,medium
0.85,0.62,0.62,0.62,2,4,280,4,0,0,0,RandD,low
0.84,0.84,0.85,0.85,4,4,246,2,0,0,0,marketing,low
1,0.62,0.53,0.71,3,3,142,3,0,0,0,sales,low
0.72,0.72,0.76,0.76,4,4,144,3,1,0,0,accounting,low
0.66,0.66,0.75,0.75,6,4,100,4,1,0,0,support,low
0.64,0.64,0.71,0.71,5,5,212,2,0,0,0,technical,low
1,0.62,0.76,0.76,5,5,201,3,0,0,0,management,low
0.75,0.75,0.59,0.59,5,5,206,2,0,0,0,marketing,low
0.81,0.81,0.77,0.77,4,4,197,3,0,0,0,marketing,low
0.31,0.62,0.98,0.71,5,5,232,5,0,0,0,marketing,low
0.32,0.62,0.97,0.71,6,4,272,2,0,0,0,sales,low
0.48,0.48,0.5,0.71,4,4,173,3,0,0,0,sales,low
0.62,0.62,0.42,0.71,2,4,124,2,0,0,0,sales,low
0.77,0.77,0.86,0.86,5,5,282,4,0,0,0,sales,low
0.76,0.76,0.8,0.8,2,4,219,4,1,0,0,sales,low
0.68,0.68,0.41,0.71,3,3,106,6,0,0,0,sales,low
0.72,0.72,0.79,0.79,4,4,192,4,0,0,0,sales,low
0.87,0.62,0.91,0.71,5,5,190,2,0,0,0,sales,low
0.59,0.59,0.57,0.57,2,4,156,2,0,0,0,sales,low
0.7,0.7,0.64,0.64,3,3,180,2,0,0,0,sales,low
0.73,0.73,0.81,0.81,4,4,245,2,0,0,0,sales,low
0.58,0.58,0.62,0.62,3,3,169,2,0,0,0,sales,medium
0.64,0.64,0.66,0.66,3,3,188,4,0,0,0,sales,medium
0.89,0.62,0.66,0.66,5,5,224,2,0,0,0,sales,medium
0.95,0.62,0.71,0.71,3,3,263,2,1,0,0,sales,medium
0.84,0.84,0.9,0.71,3,3,262,2,0,0,0,sales,medium
0.6,0.6,0.99,0.71,4,4,225,3,0,0,0,sales,medium
0.71,0.71,0.63,0.63,5,5,224,3,1,0,0,sales,medium
0.6,0.6,0.95,0.71,3,3,266,3,0,0,0,sales,medium
0.91,0.62,0.68,0.68,3,3,218,3,1,0,0,accounting,medium
0.75,0.75,1,0.71,3,3,102,3,0,0,0,accounting,medium
0.7,0.7,0.67,0.67,4,4,181,3,0,0,0,accounting,medium
0.23,0.62,0.64,0.64,5,5,150,5,0,0,0,hr,medium
0.73,0.73,0.83,0.83,4,4,270,2,0,0,0,hr,high
0.99,0.62,0.49,0.71,4,4,270,2,0,0,0,hr,low
0.62,0.62,0.68,0.68,5,5,265,3,0,0,0,hr,medium
0.98,0.62,0.89,0.71,4,4,169,3,0,0,0,technical,medium
0.61,0.61,0.94,0.71,3,3,224,4,0,0,0,technical,medium
0.52,0.52,0.92,0.71,3,3,150,2,1,0,0,technical,medium
0.65,0.65,0.66,0.66,5,5,239,4,0,0,0,technical,low
0.59,0.59,0.9,0.71,3,3,245,3,1,0,0,technical,low
0.71,0.71,0.8,0.8,3,3,182,2,1,0,0,technical,low
0.18,0.62,0.7,0.7,5,5,182,4,0,0,0,technical,low
0.21,0.62,0.93,0.71,4,4,243,4,0,0,0,technical,low
0.15,0.62,0.67,0.67,6,4,209,5,0,0,0,technical,low
0.97,0.62,0.53,0.71,4,4,195,4,0,0,0,technical,low
0.39,0.39,0.48,0.71,3,3,190,2,0,0,0,technical,low
0.35,0.62,0.66,0.66,2,4,140,2,0,0,0,support,medium
0.88,0.62,0.58,0.58,4,4,147,4,0,0,0,support,medium
0.58,0.58,0.97,0.71,3,3,265,3,0,0,0,support,medium
0.61,0.61,0.78,0.78,3,3,238,2,0,0,0,support,medium
0.59,0.59,0.98,0.71,3,3,155,3,0,0,0,support,medium
0.55,0.55,0.41,0.71,4,4,132,5,1,0,0,support,medium
0.52,0.52,0.8,0.8,5,5,257,3,0,0,0,support,medium
0.71,0.71,0.77,0.77,2,4,255,3,0,0,0,support,medium
0.63,0.63,0.82,0.82,5,5,229,2,0,0,0,support,medium
0.17,0.62,0.84,0.84,5,5,216,4,0,0,0,support,medium
0.95,0.62,0.49,0.71,4,4,269,4,0,0,0,support,medium
1,0.62,0.73,0.73,3,3,205,2,0,0,0,technical,medium
0.73,0.73,0.96,0.71,2,4,151,3,0,0,0,technical,medium
0.8,0.8,0.64,0.64,4,4,246,3,1,0,0,technical,medium
0.63,0.63,0.8,0.8,4,4,256,4,0,0,0,management,medium
0.95,0.62,0.59,0.59,4,4,235,3,0,0,0,IT,medium
0.75,0.75,0.83,0.83,4,4,229,2,0,0,0,IT,medium
0.64,0.64,0.72,0.72,5,5,158,3,0,0,0,IT,medium
0.72,0.72,1,0.71,3,3,197,3,0,0,0,IT,medium
0.72,0.72,0.53,0.71,3,3,151,4,0,0,0,IT,medium
0.85,0.62,0.63,0.63,3,3,167,3,0,0,0,product_mng,medium
0.24,0.62,0.94,0.71,4,4,146,4,0,0,0,product_mng,medium
0.69,0.69,0.53,0.71,4,4,281,4,0,0,0,product_mng,medium
0.69,0.69,0.7,0.7,3,3,212,2,0,0,0,product_mng,medium
0.87,0.62,0.59,0.59,5,5,261,3,0,0,0,IT,medium
0.78,0.78,0.91,0.71,3,3,238,2,0,0,0,RandD,high
0.76,0.76,0.74,0.74,4,4,235,3,0,0,0,RandD,high
0.35,0.62,0.7,0.7,3,3,107,3,0,0,0,RandD,high
0.88,0.62,0.59,0.59,6,4,243,4,0,0,0,RandD,high
0.78,0.78,0.79,0.79,5,5,233,3,1,0,0,RandD,high
0.36,0.62,0.42,0.71,3,3,206,5,0,0,0,marketing,high
0.24,0.62,0.7,0.7,5,5,172,4,0,0,0,sales,high
0.55,0.55,0.82,0.82,3,3,248,2,0,0,0,accounting,high
0.91,0.62,0.53,0.71,3,3,147,4,1,0,0,support,high
0.66,0.66,0.61,0.61,5,5,259,3,0,0,0,technical,high
0.57,0.57,0.82,0.82,3,3,267,3,0,0,0,management,high
0.64,0.64,0.64,0.64,3,3,263,3,0,0,0,marketing,high
0.63,0.63,0.98,0.71,3,3,160,4,1,0,0,marketing,low
0.49,0.49,0.92,0.71,5,5,176,3,0,0,0,marketing,low
0.7,0.7,0.7,0.7,3,3,224,3,0,0,0,sales,low
0.3,0.62,0.71,0.71,3,3,155,2,0,0,0,sales,low
0.51,0.51,0.52,0.71,3,3,132,3,0,0,0,sales,low
0.71,0.71,0.87,0.87,5,5,173,3,0,0,0,sales,low
0.64,0.64,0.67,0.67,3,3,165,3,0,0,0,sales,low
0.67,0.67,0.66,0.66,6,4,272,3,0,0,0,sales,low
0.83,0.83,0.94,0.71,5,5,156,3,1,0,0,sales,low
0.92,0.62,0.96,0.71,3,3,154,2,1,0,0,sales,low
0.84,0.84,0.53,0.71,3,3,237,3,1,0,0,sales,low
0.97,0.62,0.75,0.75,2,4,271,6,0,0,0,sales,low
0.19,0.62,0.91,0.71,6,4,152,3,0,0,0,sales,low
0.86,0.62,0.51,0.71,4,4,152,3,1,0,0,sales,low
0.71,0.71,0.69,0.69,3,3,172,3,0,0,0,sales,low
0.76,0.76,0.56,0.56,4,4,214,2,1,0,0,sales,medium
0.68,0.68,0.88,0.71,5,5,201,3,0,0,0,sales,medium
0.61,0.61,0.99,0.71,2,4,275,3,1,0,0,sales,medium
0.85,0.62,0.79,0.79,3,3,156,3,0,0,0,sales,medium
0.84,0.84,0.89,0.71,3,3,234,2,0,0,0,sales,medium
0.62,0.62,0.63,0.63,2,4,123,2,0,0,0,sales,medium
0.77,0.77,0.76,0.76,3,3,201,4,0,0,0,accounting,medium
0.79,0.79,0.93,0.71,5,5,160,4,1,0,0,accounting,medium
0.97,0.62,0.5,0.71,3,3,173,2,0,0,0,accounting,medium
0.59,0.59,0.61,0.61,4,4,141,2,1,0,0,hr,medium
0.93,0.62,0.62,0.62,3,3,231,6,0,0,0,hr,medium
0.85,0.62,0.54,0.71,4,4,174,2,0,0,0,hr,medium
0.7,0.7,0.57,0.57,4,4,211,3,0,0,0,hr,high
0.54,0.54,0.91,0.71,3,3,249,3,0,0,0,technical,high
0.42,0.42,0.86,0.86,2,4,108,5,0,0,0,technical,high
0.96,0.62,0.75,0.75,4,4,165,3,0,0,0,technical,high
0.58,0.58,0.8,0.8,3,3,181,4,0,0,0,technical,high
0.61,0.61,0.59,0.59,3,3,237,2,0,0,0,technical,high
0.62,0.62,0.97,0.71,5,5,180,2,0,0,0,technical,high
0.68,0.68,0.7,0.7,3,3,209,3,0,0,0,technical,high
0.6,0.6,0.73,0.73,3,3,191,5,1,0,0,technical,low
0.7,0.7,0.91,0.71,4,4,181,2,1,0,0,technical,low
0.65,0.65,0.55,0.71,4,4,250,2,0,0,0,technical,low
0.48,0.48,0.59,0.59,2,4,179,2,0,0,0,technical,low
0.75,0.75,0.73,0.73,3,3,225,4,0,0,0,support,low
0.69,0.69,0.78,0.78,5,5,267,2,1,0,0,support,low
0.34,0.62,0.46,0.71,2,4,169,2,1,0,0,support,low
0.59,0.59,0.49,0.71,4,4,164,3,0,0,0,support,low
0.94,0.62,0.95,0.71,4,4,155,3,0,0,0,support,medium
0.98,0.62,0.77,0.77,5,5,223,2,1,0,0,support,medium
0.72,0.72,0.66,0.66,3,3,160,3,0,0,0,support,medium
0.79,0.79,0.7,0.7,4,4,268,2,0,0,0,support,medium
0.54,0.54,0.61,0.61,4,4,151,4,1,0,0,support,medium
0.73,0.73,0.95,0.71,3,3,156,2,0,0,0,support,medium
0.82,0.82,0.58,0.58,4,4,136,3,0,0,0,support,medium
0.57,0.57,0.45,0.71,3,3,189,2,0,0,0,technical,medium
0.98,0.62,0.93,0.71,5,5,203,2,0,0,0,technical,medium
0.91,0.62,0.65,0.65,5,5,174,2,0,0,0,technical,medium
0.72,0.72,0.91,0.71,3,3,239,2,0,0,0,management,medium
0.48,0.48,0.73,0.73,5,5,152,6,0,0,0,IT,medium
0.57,0.57,0.86,0.86,4,4,268,6,0,0,0,IT,medium
0.86,0.62,0.96,0.71,4,4,146,3,0,0,0,IT,medium
0.63,0.63,0.85,0.85,3,3,232,4,0,0,0,IT,medium
0.81,0.81,0.52,0.71,3,3,255,5,0,0,0,IT,medium
0.21,0.62,0.37,0.71,4,4,129,4,0,0,0,product_mng,medium
0.9,0.62,0.66,0.66,3,3,261,3,1,0,0,product_mng,medium
0.79,0.79,0.78,0.78,3,3,101,2,1,0,0,product_mng,medium
0.95,0.62,0.49,0.71,4,4,229,3,0,0,0,product_mng,medium
0.29,0.62,0.43,0.71,3,3,162,4,0,0,0,IT,medium
0.81,0.81,0.52,0.71,4,4,270,3,0,0,0,RandD,medium
0.21,0.62,0.56,0.56,6,4,277,5,0,0,0,RandD,medium
0.7,0.7,0.83,0.83,5,5,261,4,0,0,0,RandD,high
0.66,0.66,0.64,0.64,4,4,204,2,0,0,0,RandD,low
0.16,0.62,0.86,0.86,2,4,215,2,0,0,0,RandD,medium
0.72,0.72,0.8,0.8,3,3,219,3,0,0,0,marketing,medium
0.51,0.51,0.5,0.71,3,3,147,4,0,0,0,sales,medium
0.59,0.59,0.63,0.63,5,5,243,2,0,0,0,accounting,medium
0.66,0.66,0.4,0.71,2,4,155,5,1,0,0,support,medium
0.69,0.69,0.84,0.84,3,3,253,2,0,0,0,technical,medium
0.69,0.69,0.94,0.71,4,4,235,3,0,0,0,management,medium
0.89,0.62,0.79,0.79,5,5,257,3,0,0,0,marketing,medium
0.52,0.52,0.56,0.56,4,4,225,2,0,0,0,marketing,medium
0.91,0.62,0.91,0.71,3,3,167,3,0,0,0,marketing,medium
0.96,0.62,0.53,0.71,5,5,224,4,0,0,0,sales,low
0.8,0.8,0.58,0.58,5,5,127,3,0,0,0,sales,low
0.55,0.55,0.77,0.77,3,3,256,3,1,0,0,sales,low
0.93,0.62,0.63,0.63,4,4,233,2,0,0,0,sales,low
0.93,0.62,0.86,0.86,4,4,169,4,0,0,0,sales,low
0.54,0.54,0.48,0.71,3,3,152,2,0,0,0,sales,low
0.48,0.48,0.76,0.76,5,5,236,2,0,0,0,sales,low
0.19,0.62,0.99,0.71,3,3,154,2,0,0,0,sales,high
0.95,0.62,0.71,0.71,3,3,223,2,0,0,0,sales,low
0.96,0.62,0.81,0.81,4,4,211,3,0,0,0,sales,high
0.63,0.63,0.89,0.71,4,4,192,2,0,0,0,sales,high
0.81,0.81,0.8,0.8,4,4,227,2,1,0,0,sales,low
0.5,0.5,0.88,0.71,4,4,265,3,1,0,0,sales,low
0.76,0.76,0.72,0.72,5,5,228,2,0,0,0,sales,high
0.84,0.84,0.49,0.71,4,4,152,3,0,0,0,sales,low
0.2,0.62,0.95,0.71,5,5,169,5,0,0,0,sales,medium
0.78,0.78,0.92,0.71,3,3,169,3,0,0,0,sales,high
0.8,0.8,0.68,0.68,4,4,157,3,0,0,0,sales,medium
0.94,0.62,0.57,0.57,4,4,251,2,1,0,0,sales,medium
0.44,0.44,0.74,0.74,5,5,253,2,0,0,0,accounting,medium
0.92,0.62,0.85,0.85,3,3,155,2,0,0,0,accounting,medium
0.54,0.54,0.8,0.8,3,3,232,2,0,0,0,accounting,high
0.56,0.56,0.56,0.56,4,4,195,2,0,0,0,hr,medium
0.66,0.66,0.69,0.69,4,4,198,3,1,0,0,hr,medium
0.8,0.8,0.91,0.71,3,3,246,3,0,0,0,hr,medium
0.6,0.6,0.81,0.81,2,4,214,3,0,0,0,hr,high
0.73,0.73,0.73,0.73,5,5,249,3,0,0,0,technical,medium
0.55,0.55,0.74,0.74,3,3,211,3,1,0,0,technical,high
0.7,0.7,0.71,0.71,5,5,269,3,0,0,0,technical,low
0.53,0.53,0.68,0.68,4,4,214,3,0,0,0,technical,medium
0.9,0.62,0.94,0.71,4,4,231,3,0,0,0,technical,medium
0.8,0.8,0.78,0.78,3,3,175,3,0,0,0,technical,medium
0.51,0.51,0.6,0.6,5,5,175,3,0,0,0,technical,medium
0.86,0.62,0.96,0.71,5,5,238,5,0,0,0,technical,low
0.63,0.63,0.79,0.79,4,4,228,4,0,0,0,technical,low
0.83,0.83,0.93,0.71,3,3,220,4,0,0,0,technical,low
0.85,0.62,0.55,0.71,4,4,233,2,1,0,0,technical,low
0.8,0.8,0.57,0.57,3,3,225,4,0,0,0,support,low
0.79,0.79,0.97,0.71,5,5,187,3,0,0,0,support,low
0.37,0.62,0.71,0.71,3,3,117,3,0,0,0,support,low
0.85,0.62,0.9,0.71,3,3,184,3,1,0,0,support,low
0.76,0.76,0.56,0.56,3,3,216,3,0,0,0,support,low
0.99,0.62,0.62,0.62,4,4,140,2,1,0,0,support,low
0.55,0.55,0.63,0.63,3,3,201,2,1,0,0,support,high
0.69,0.69,0.69,0.69,4,4,167,3,1,0,0,support,low
0.68,0.68,1,0.71,5,5,203,2,0,0,0,support,low
0.69,0.69,0.9,0.71,5,5,231,2,1,0,0,support,low
0.65,0.65,0.7,0.7,3,3,141,4,0,0,0,support,low
0.17,0.62,0.88,0.71,6,4,226,3,1,0,0,technical,high
0.48,0.48,0.65,0.65,3,3,199,2,0,0,0,technical,low
0.65,0.65,0.59,0.59,4,4,192,3,0,0,0,technical,low
0.57,0.57,0.49,0.71,4,4,247,2,0,0,0,management,low
0.8,0.8,0.67,0.67,3,3,164,3,0,0,0,IT,high
0.8,0.8,0.6,0.6,5,5,234,2,0,0,0,IT,low
0.5,0.5,0.6,0.6,2,4,177,3,1,0,0,IT,medium
0.95,0.62,0.87,0.87,3,3,208,2,0,0,0,IT,high
0.69,0.69,0.93,0.71,3,3,233,3,0,0,0,IT,medium
0.74,0.74,0.57,0.57,4,4,172,3,0,0,0,product_mng,high
0.68,0.68,0.59,0.59,3,3,141,3,0,0,0,product_mng,medium
0.68,0.68,0.55,0.71,3,3,213,3,0,0,0,product_mng,medium
0.65,0.65,0.37,0.71,5,5,128,3,1,0,0,product_mng,medium
0.85,0.62,0.92,0.71,4,4,151,3,1,0,0,IT,medium
0.49,0.49,0.48,0.71,4,4,247,3,0,0,0,RandD,medium
0.19,0.62,0.8,0.8,6,4,143,4,0,0,0,RandD,medium
0.95,0.62,0.61,0.61,3,3,164,3,0,0,0,RandD,medium
0.63,0.63,0.62,0.62,3,3,183,3,0,0,0,RandD,medium
0.83,0.83,0.8,0.8,4,4,274,3,0,0,0,RandD,high
0.62,0.62,0.78,0.78,4,4,261,2,0,0,0,marketing,low
0.74,0.74,0.98,0.71,5,5,200,3,0,0,0,sales,medium
0.7,0.7,0.87,0.87,5,5,177,2,0,0,0,accounting,medium
0.28,0.62,0.38,0.71,5,5,139,4,0,0,0,support,medium
0.39,0.39,0.56,0.56,6,4,228,5,0,0,0,technical,medium
0.62,0.62,0.63,0.63,3,3,230,2,0,0,0,management,medium
0.79,0.79,0.54,0.71,5,5,212,4,0,0,0,marketing,medium
0.87,0.62,0.74,0.74,4,4,265,4,0,0,0,marketing,medium
0.29,0.62,0.75,0.75,3,3,124,4,0,0,0,marketing,medium
0.37,0.62,0.88,0.71,4,4,155,3,0,0,0,sales,medium
0.68,0.68,0.55,0.71,4,4,215,4,0,0,0,sales,high
0.9,0.62,0.51,0.71,4,4,214,2,0,0,0,sales,low
0.97,0.62,0.65,0.65,3,3,181,3,0,0,0,sales,low
0.6,0.6,0.77,0.77,4,4,229,2,0,0,0,sales,low
0.58,0.58,0.79,0.79,5,5,262,2,0,0,0,sales,high
0.83,0.83,0.86,0.86,3,3,165,3,0,0,0,sales,low
0.83,0.83,0.73,0.73,5,5,136,3,0,0,0,sales,low
0.94,0.62,0.71,0.71,4,4,151,2,1,0,0,sales,low
0.69,0.69,0.9,0.71,5,5,226,4,0,0,0,sales,high
0.81,0.81,0.81,0.81,5,5,215,2,0,0,0,sales,low
0.19,0.62,0.5,0.71,6,4,143,5,1,0,0,sales,low
0.18,0.62,0.64,0.64,3,3,223,4,1,0,0,sales,low
0.58,0.58,0.63,0.63,4,4,271,3,0,0,0,sales,low
0.76,0.76,0.65,0.65,3,3,220,3,0,0,0,sales,low
0.26,0.62,0.47,0.71,6,4,182,4,0,0,0,sales,low
0.78,0.78,0.87,0.87,3,3,190,3,0,0,0,sales,low
0.71,0.71,0.56,0.56,3,3,198,3,0,0,0,sales,medium
0.76,0.76,0.61,0.61,3,3,141,2,0,0,0,sales,medium
0.44,0.44,0.81,0.81,3,3,248,2,0,0,0,accounting,medium
0.26,0.62,0.69,0.69,2,4,168,5,0,0,0,accounting,medium
0.75,0.75,0.57,0.57,5,5,162,3,0,0,0,accounting,medium
0.64,0.64,0.9,0.71,4,4,211,3,0,0,0,hr,medium
0.79,0.79,0.71,0.71,4,4,271,3,0,0,0,hr,medium
0.96,0.62,0.61,0.61,3,3,271,2,0,0,0,hr,medium
0.63,0.63,1,0.71,5,5,244,2,0,0,0,hr,medium
0.65,0.65,0.55,0.71,5,5,261,3,1,0,0,technical,medium
0.76,0.76,0.81,0.81,3,3,225,3,0,0,0,technical,medium
0.26,0.62,0.9,0.71,4,4,266,5,0,0,0,technical,medium
0.84,0.84,0.73,0.73,3,3,146,5,1,0,0,technical,high
0.74,0.74,0.77,0.77,3,3,233,3,0,0,0,technical,low
0.53,0.53,0.45,0.71,4,4,180,3,0,0,0,technical,medium
0.7,0.7,0.56,0.56,5,5,208,3,0,0,0,technical,medium
0.62,0.62,0.69,0.69,4,4,165,4,1,0,0,technical,medium
0.71,0.71,0.68,0.68,4,4,221,4,0,0,0,technical,medium
0.5,0.5,0.65,0.65,3,3,215,2,0,0,0,technical,low
0.53,0.53,0.5,0.71,6,4,264,6,0,0,0,technical,low
0.88,0.62,0.89,0.71,2,4,160,4,0,0,0,support,low
0.79,0.79,0.83,0.83,2,4,192,3,0,0,0,support,low
0.69,0.69,0.89,0.71,5,5,201,2,0,0,0,support,low
0.57,0.57,0.96,0.71,4,4,264,2,0,0,0,support,low
0.68,0.68,0.8,0.8,4,4,186,3,1,0,0,support,low
0.6,0.6,0.82,0.82,4,4,272,3,0,0,0,support,low
0.7,0.7,0.9,0.71,4,4,216,3,0,0,0,support,low
0.71,0.71,0.76,0.76,4,4,142,2,1,0,0,support,low
0.49,0.49,0.51,0.71,4,4,133,3,0,0,0,support,low
0.74,0.74,0.7,0.7,4,4,260,2,0,0,0,support,low
0.2,0.62,0.93,0.71,4,4,101,5,0,0,0,support,low
0.57,0.57,0.5,0.71,4,4,230,2,0,0,0,technical,low
0.83,0.83,0.48,0.71,3,3,242,4,0,0,0,technical,low
0.22,0.62,0.64,0.64,3,3,193,2,0,0,0,technical,low
0.67,0.67,0.57,0.57,2,4,234,4,0,0,0,management,low
0.54,0.54,0.84,0.84,3,3,132,3,0,0,0,IT,low
0.54,0.54,0.53,0.71,4,4,183,3,0,0,0,IT,low
0.64,0.64,0.61,0.61,4,4,191,4,0,0,0,IT,low
0.23,0.62,0.84,0.84,5,5,140,4,0,0,0,IT,low
0.88,0.62,0.87,0.87,5,5,257,3,0,0,0,IT,medium
